ProviderName,Website_final,Crawl_Status,Pages_Crawled,Matched_Categories,HomeAccess,RespiteCare,ABA,OT,PT,Speech,LifeSkills,Employment,Residential,HomeAccess_Excerpt,RespiteCare_Excerpt,ABA_Excerpt,OT_Excerpt,PT_Excerpt,Speech_Excerpt,LifeSkills_Excerpt,Employment_Excerpt,Residential_Excerpt,Domain,Address1,City,State,Zip,phone
Evolving Minds Together,http://www.evolvingmindstogether.com/,Success,http://www.evolvingmindstogether.com/;https://www.evolvingmindstogether.com/feeding-therapy;https://www.evolvingmindstogether.com/what-is-aba;https://www.evolvingmindstogether.com/center-rotations;https://www.evolvingmindstogether.com,"HomeAccess,ABA,LifeSkills",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE, works alongside teachers to support your child’s classroom success. Learn More In-Home Therapy Bring therapy to where your child feels safest — home. Our personalized,,Aba Therapy For Children | Evolving Minds Together | Pembroke Pines top of page Chi,,,,"nd goals, but they usually include a mix of structured learning, play, and real-life skills. Therapists work one-on-one with your child and may also involve siblings or pa",,,evolvingmindstogether.com,17773 SW 2nd St,Pembroke Pines,FL,33029,(954) 589-2347
The Therapy Hive,http://speak2metherapy.com/,Success,http://speak2metherapy.com/;https://www.speak2metherapy.com/services;https://www.speak2metherapy.com/teletherapy;https://www.speak2metherapy.com;https://www.speak2metherapy.com/team,"HomeAccess,OT,Speech",TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE," More > We provide therapy where it is most comfortable and convenient for you. IN-HOME, in the COMMUNITY, or ONLINE We understand your time is valuable. We come to yo",,,to reach their potential through family-centered therapy services *Now Offering Occupational Therapy* WELCOME to Speak 2 Me Speak 2 Me is a private pediatric speech therapy practi,,g Occupational Therapy* WELCOME to Speak 2 Me Speak 2 Me is a private pediatric speech therapy practice providing family-centered care for children ages 0-21 years. Our prac,,,,speak2metherapy.com,1700 NW 64th St,Fort Lauderdale,FL,33309,(954) 588-6096
PediPec PPEC,https://www.pedistat.com/pedipec,Success,https://www.pedistat.com/pedipec;https://www.pedistat.com/pedistat;https://www.pedistat.com/about-us-pedipec;https://www.pedistat.com/pedipec-staff;https://www.pedistat.com/locations,Residential,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,,,,,venient We provide door-to-door transportation The PPEC Advantage PPEC is a non residential facility available for up to 12 hours a day for children age twenty years and younger wh,pedistat.com,3810 Inverrary Blvd,Lauderhill,FL,33319,(954) 587-1210
TheraPeeds Family Center,https://www.therapeeds.com/,Success,https://www.therapeeds.com/;https://www.therapeeds.com/our-services#qx-section-302;https://www.therapeeds.com/our-services#qx-row-2021;https://www.therapeeds.com/programs;https://www.therapeeds.com/en/our-services,"Speech,LifeSkills",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,,,,,,"r sure; 1) My son is going to be fine with the right intervention, and 2) as an SLP, I need to do my job differently.” Naomi J. Woodmere, NY “Clayton was apprehens",cal thinking skills that translates directly to academic success and invaluable life skills. Sibling Program Get your sibling of a special-needs child the attention and ca,,,therapeeds.com,5951 Orange Dr,Davie,FL,33314,(954) 583-4484
School for Aspergers,http://www.schoolforaspergers.com/,Failed (empty/JS-only),,,,,,,,,,,,,,,,,,,,,schoolforaspergers.com,4650 SW 61st Ave,Fort Lauderdale,FL,33314,(954) 581-8222
Behavior Analysis Inc,https://www.behavior-analysis.org/,Success,https://www.behavior-analysis.org/;https://www.behavior-analysis.org/broward-autism-treatment-center/;https://www.behavior-analysis.org/#locations;https://www.behavior-analysis.org/#features;https://www.behavior-analysis.org/about-us/,"HomeAccess,ABA,LifeSkills,Residential",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,"ts in Miami provide? Our ABA specialists provide assessments, custom ABA plans, in-home, clinic and school-based therapy, and family guidance. All services are led by ",,"Behavior Analysis Inc. - ABA Therapy | Autism Treatment Center BEHAVIOR ANALYSIS, INC. We are south Florida'",,,,f our specialties are listed below. ABA Therapy Language & Communication Skills Daily Living Skills Social & Play Skills Interpersonal Skills Conflict Resolution Self-Care Skills ,,"behavioral services agency and many preschools, schools, ABA service providers, group homes, vocational programs and institutions reach out to us for assistance. We even ",behavior-analysis.org,3501 S University Dr,Davie,FL,33328,(954) 533-4845
Broward House Behavioral Health Center,http://www.browardhouse.org/,Success (no matches),http://www.browardhouse.org/;https://browardhouse.org/what-we-do/;https://browardhouse.org;https://browardhouse.org/;http://www.browardhouse.org/#about,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,browardhouse.org,501 SE 18th Ct,Fort Lauderdale,FL,33316,(954) 568-7373
Deliver the Dream,https://deliverthedream.org/,Success (no matches),https://deliverthedream.org/;https://deliverthedream.org/programs/;https://deliverthedream.org;https://deliverthedream.org/donate;https://deliverthedream.org/ways-to-give,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,deliverthedream.org,3223 NW 10th Terrace #602,Fort Lauderdale,FL,33309,(954) 564-3512
Sprout Behavioral Services -ABA Therapy,http://sproutbehavioralservices.com/,Success,http://sproutbehavioralservices.com/;https://www.sproutbehavioralservices.com/services;https://www.sproutbehavioralservices.com;https://www.sproutbehavioralservices.com/about-us;https://www.sproutbehavioralservices.com/careers,"HomeAccess,ABA",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,rrent needs! We proudly provide in clinic services in Hollywood and Wellington. In home and community services are provided throughout Broward and Palm Beach counties ,,Aba Therapy | Sprout Behavioral Services | Florida top of page ABA Therapy to Nurtu,,,,,,,sproutbehavioralservices.com,11011 Sheridan St #210,Hollywood,FL,33026,(954) 552-6668
Holy Cross Rehabilitation- Pediatric Therapy,http://www.holy-cross.com/PedsTherapy,Failed (empty/JS-only),,,,,,,,,,,,,,,,,,,,,holy-cross.com,5601 N Dixie Hwy,Oakland Park,FL,33334,(954) 542-2840
Behavior Analysis Inc,https://www.behavior-analysis.org/,Success,https://www.behavior-analysis.org/;https://www.behavior-analysis.org/broward-autism-treatment-center/;https://www.behavior-analysis.org/#locations;https://www.behavior-analysis.org/#features;https://www.behavior-analysis.org/about-us/,"HomeAccess,ABA,LifeSkills,Residential",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,"ts in Miami provide? Our ABA specialists provide assessments, custom ABA plans, in-home, clinic and school-based therapy, and family guidance. All services are led by ",,"Behavior Analysis Inc. - ABA Therapy | Autism Treatment Center BEHAVIOR ANALYSIS, INC. We are south Florida'",,,,f our specialties are listed below. ABA Therapy Language & Communication Skills Daily Living Skills Social & Play Skills Interpersonal Skills Conflict Resolution Self-Care Skills ,,"behavioral services agency and many preschools, schools, ABA service providers, group homes, vocational programs and institutions reach out to us for assistance. We even ",behavior-analysis.org,3501 S University Dr,Davie,FL,33328,(954) 533-4845
Social Mind Center,http://www.socialmindcenter.com/,Success,http://www.socialmindcenter.com/;http://www.socialmindcenter.com/services-programs;http://www.socialmindcenter.com/therapy-counseling;http://www.socialmindcenter.com/different-skill-notebook-blog-podcast;http://www.socialmindcenter.com/cart,"Speech,LifeSkills",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,,,,,,"NING We provide professional training for Academic Institutions, Educators, and Speech Pathologists. LEARN MORE RESOURCES We want you to have the support you need and utilize ",ulation • self-advocacy and self-management • self-determination and optimism • Independent living instruction: • college readiness • employment preparedness Sessions: 30 and 50-,,,socialmindcenter.com,5400 S University Dr,Davie,FL,33328,(954) 533-2782
Omega Center for Autism,http://www.obctherapy.com/,Failed (empty/JS-only),,,,,,,,,,,,,,,,,,,,,obctherapy.com,5205 Village Blvd,West Palm Beach,FL,33407,(954) 532-0337
Developmental Therapies And Beyond | ABA Therapy | Speech and language therapy | Occupational therapy,https://www.developmentaltherapies.com/,Success,https://www.developmentaltherapies.com/;https://developmentaltherapies.com/#home;https://developmentaltherapies.com/#services;https://developmentaltherapies.com/#about-us;https://developmentaltherapies.com/#aba-therapy,"ABA,OT,PT",FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,,"lopmental Therapies Español Developmental ​Therapies a​nd Beyo​nd Comprehensive ABA, Speech, PT and Occupational Therapy for Autism Support contact us today ABA In","Español Developmental ​Therapies a​nd Beyo​nd Comprehensive ABA, Speech, PT and Occupational Therapy for Autism Support contact us today ABA In Action Discover our family-centered"," ​ABA tutoring services, offering customized support ​for children with autism. Physical Therapy Discover our Physical Therapy for kids with special ​needs, integrated with AB",,,,,developmentaltherapies.com,5400 S University Dr,Davie,FL,33328,(954) 513-9545
Nova Gymnastics,http://www.novagymnastics.com/,Success (no matches),http://www.novagymnastics.com/;https://www.novagymnastics.com/;https://www.novagymnastics.com/summercamp/;https://www.novagymnastics.com/new-classes/;https://www.novagymnastics.com/teams/,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,novagymnastics.com,2280 SW 71st Ter,Davie,FL,33317,(954) 476-3154
Breakthrough Pediatric Speech-Language & Occupational Therapy Services - ASD Clinic Davie,https://www.breakthroughtherapyservices.com/,Success,https://www.breakthroughtherapyservices.com/;https://www.breakthroughtherapyservices.com/therapy-services/speech-therapy/;https://www.breakthroughtherapyservices.com/therapy-services/occupational-therapy/;https://www.breakthroughtherapyservices.com/therapy-services/listening-program/;https://www.breakthroughtherapyservices.com/therapy-services/,"OT,Speech,LifeSkills",FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,,,,Home | Pediatric Speech & Occupational Therapy Center in Davie Home About Us About Us Our Staff Resources Services Autism & S,,Home About Us About Us Our Staff Resources Services Autism & Spectrum Disorders Speech Therapy Occupational Therapy PROMPT Listening Program Handwriting Pragmatic Groups Pla,sionals to help your autistic or developmentally disabled child cope with basic life skills as well as the skills necessary to thrive in both home and life environments. T,,,breakthroughtherapyservices.com,"12545 Orange Dr #502, 503",Davie,FL,33330,(954) 474-8048
"The Helping Place, LLC/PTSD Solutions Therapy",http://www.ptsdsolutionstherapy.com/,Success,http://www.ptsdsolutionstherapy.com/;https://ptsdsolutionstherapy.com/services/;http://www.ptsdsolutionstherapy.com/services/;https://ptsdsolutionstherapy.com/history-of-ptsd/;https://ptsdsolutionstherapy.com/anatomy-of-ptsd/,LifeSkills,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,,,,,," severe or chronic symptoms, had treatments focusing on daily activities (ADL – activities of daily living) to increase functioning. In European hospitals, hydrotherapy, ECT and hypnosis",,,ptsdsolutionstherapy.com,5571 N University Dr #101,Coral Springs,FL,33067,(954) 455-0388
"Specialized Speech Center, Inc.",https://www.specializedspch.com/,Success,https://www.specializedspch.com/;https://www.specializedspch.com/services;https://www.specializedspch.com/cart;https://www.specializedspch.com/#page;https://www.specializedspch.com/about,"OT,Speech,LifeSkills",FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,,,,"Specialized Speech Center Speech & Occupational Therapy in Hollywood, FL | Speech & Occupational Therapy Services 0 Speech & Occupatio",, full potential. Get Started Today Our Services ✱ Our Services ✱ Our Services ✱ Speech Therapy Our Speech Therapy program helps children and adults improve their communicati,"ditions Oral motor weakness or dysphagia Post-surgical or post-stroke feeding rehabilitation Modified diet education and caregiver training Strategies for safe, independent",,,specializedspch.com,3335 N University Dr #5,Hollywood,FL,33024,(954) 442-9422
Health & Behavioral Dimensions,http://hbdfl.com/,Success,http://hbdfl.com/;http://hbdfl.com/employment.html;http://hbdfl.com/index.html;http://hbdfl.com/resources.html;http://hbdfl.com/donate.html,"HomeAccess,LifeSkills,Residential",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE, on Intellectual and Developmental Disabilities The Clearing House for Home and Community Based Services Human Services Research Institute Professional Crisis Management Assoc,,,,,,"experience in making choices and decisions, respect, friendships, competence in life skills, and experiences and enjoyment in participating and contributing to their commu",," eight Agency for Persons with Disabilities (APD) licensed Intensive Behavioral Group homes located in South Florida. In September of 2018, HBD opened a new facility for ",hbdfl.com,120 SW 6th Ave,Hallandale Beach,FL,33009,(954) 437-7343
We Level Up Tamarac FL,https://welevelupfl.com/?utm_source=GMB&utm_medium=organic&utm_campaign=dm&utm_id=listing,Success,https://welevelupfl.com/?utm_source=GMB&utm_medium=organic&utm_campaign=dm&utm_id=listing;https://welevelupfl.com/behavioral-health/ptsd-from-emotional-abuse/;https://welevelupfl.com/behavioral-health/ptsd-therapy-near-me/;https://welevelupfl.com/treatment/benefits-of-group-therapy-for-addiction/;https://welevelupfl.com/rehab/residential-treatment/,"HomeAccess,LifeSkills",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"nsitioning back home, which can be overwhelming. Transition support may include in-home visits, outpatient therapy, or coaching. However, you should know that transiti",,,,,,"l health treatment programs available, how can clients research the very best rehabilitation programs that provide the quality care they deserve? And how can one tell which",,,welevelupfl.com,8290 N University Dr,Tamarac,FL,33321,(954) 420-6627
Innovative Therapy Services,http://www.innovativetherapysvcs.com/,Success,http://www.innovativetherapysvcs.com/;https://innovativetherapysvcs.com/speech-therapy/;https://innovativetherapysvcs.com/occupational-therapy/;http://www.innovativetherapysvcs.com/speech-therapy/;http://www.innovativetherapysvcs.com/occupational-therapy/,"OT,Speech,LifeSkills",FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,,,,"ces BLOG RESOURCES CAREERS 954-417-3792 × HOME ABOUT US SERVICES Speech Therapy Occupational Therapy Teletherapy CONTACT US FAQ FORMS MENU Speech Therapy Shaping Speech, Language ",,e Therapy Services BLOG RESOURCES CAREERS 954-417-3792 × HOME ABOUT US SERVICES Speech Therapy Occupational Therapy Teletherapy CONTACT US FAQ FORMS MENU Speech Therapy Shap,", language processing, social/pragmatic language, cognitive and aural/hearing rehabilitation. Our therapists have experience with the pediatric population across all ages. ",,,innovativetherapysvcs.com,100 SE 3rd Ave f10,Fort Lauderdale,FL,33394,(954) 417-3792
Lifeskills South Florida Fort Lauderdale,https://www.lifeskillssouthflorida.com/programs/detox-residential/,Success,https://www.lifeskillssouthflorida.com/programs/detox-residential/;https://www.lifeskillssouthflorida.com/programs/detox-residential/#content;https://lifeskillssouthflorida.com/programs/ftlauderdale-residential/;https://lifeskillssouthflorida.com/programs/deerfieldbeach-residential/;https://lifeskillssouthflorida.com/programs/orlando-residential/,"LifeSkills,Residential",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,,,,,,,Detox Services | Lifeskills Fort Lauderdale Skip to content Detox Services | Lifeskills Fort Lauderdale Ski,,ent Detox Services | Lifeskills Fort Lauderdale Skip to content Fort Lauderdale Residential Program | Lifeskills South Florida Skip to content Deerfield Beach Residential Program ,lifeskillssouthflorida.com,119 Pasadena Pl,Orlando,FL,32803,(407) 863-2191
"Kidnection, LLC",https://www.kidnection.co/,Success,https://www.kidnection.co/;https://www.kidnection.co/services-1;http://www.kidnection.co;https://www.kidnection.co,Speech,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,,,,Speech Therapist For Kids | KIDnection top of page Every kid's favorite place to be Carly Dor,,,,kidnection.co,7895 N University Dr,Parkland,FL,33076,(954) 408-2438
